Date,Ticker,Open,High,Low,Close,Volume,SMA_10,SMA_50,EMA_20,Return_1,Volatility_10,Momentum_10,RSI_14,MACD,MACD_Signal,MACD_Histogram,BB_Middle,BB_Upper,BB_Lower,BB_Width,BB_Position,sentiment_score,sentiment_std,news_count,date,social_sentiment_avg,social_sentiment_std,social_post_count,social_engagement_total,social_engagement_avg
2022-01-17,AAPL,94.84,95.8,93.56,94.09,5791908,92.15,92.37545454545456,93.17512008132177,-0.0123858507400019,0.021489538927958,-0.00570643559125,48.135358783595606,-0.4753829472403765,-0.6131756540113706,0.1377927067709941,92.37545454545456,96.206687909648,88.5442211812611,7.662466728386903,0.7237589428210677,0.0,0.0,0,2022-01-17,0.2475,0.6583,2.0,121.0,60.5
2022-01-18,AAPL,94.67,94.67,92.11,92.18,4253999,92.003,92.35916666666668,93.08034674024348,-0.0202997130407056,0.0222208356088875,-0.0156967431927389,42.52593015998462,-0.497076097896425,-0.5899557427883816,0.0928796448919565,92.35916666666668,96.01384693705803,88.7044863962753,7.309360540782734,0.4754880518388721,0.0,0.0,0,2022-01-18,0.1195,0.029,2.0,39.0,19.5
2022-01-19,AAPL,91.82,93.31,89.41,92.32,3402305,91.884,92.35615384615386,93.0079327649822,0.0015187676285526,0.0222392182101804,-0.0127259116672014,43.0127038619767,-0.4972393800583461,-0.5714124702423745,0.0741730901840284,92.35615384615386,95.85531125388826,88.85699643841946,6.998314815468802,0.4948339211499956,0.0,0.0,0,2022-01-19,0.154,0.0,1.0,17.0,17.0
2022-01-20,AAPL,92.04,92.04,86.23,87.7,5694146,91.665,92.02357142857144,92.5024153587934,-0.0500433275563256,0.0245404826929361,-0.0243631104683501,33.617021069966285,-0.8602477705833991,-0.6291795303105795,-0.2310682402728195,92.02357142857144,96.20644940095696,87.84069345618589,8.365755944771081,-0.0168177815746376,0.0,0.0,0,2022-01-20,0.0,0.0,0.0,0.0,0.0
2022-01-21,AAPL,88.15,88.15,85.59,86.0,1960614,91.146,91.622,91.883137705575,-0.0193842645381984,0.0243215768309932,-0.0569141353218554,31.115973551149352,-1.2704651959738698,-0.7574366634432376,-0.5130285325306322,91.622,96.71339442027988,86.53060557972012,10.182788840559766,-0.0521080804117851,0.0,0.0,0,2022-01-21,-0.018,0.0,1.0,80.0,80.0
2022-01-24,AAPL,86.55,86.61,85.48,86.25,3087665,90.783,91.28625,91.34664840028212,0.002906976744186,0.0242411579720138,-0.0403871829105473,33.27305584727716,-1.5574393589325126,-0.9174372025410926,-0.64000215639142,91.28625,96.89060009613068,85.68189990386931,11.208700192261375,0.0506838515069673,0.0,0.0,0,2022-01-24,0.0,0.0,0.0,0.0,0.0
2022-01-25,AAPL,86.25,89.26,85.9,87.44,1639362,90.439,91.06,90.97458664787432,0.0137971014492752,0.0244384076947841,-0.0378521126760562,36.90116507698903,-1.6695992944820688,-1.067869620929288,-0.6017296735527808,91.06,96.79816608334056,85.32183391665944,11.476332166681118,0.1845682098231838,0.0,0.0,0,2022-01-25,0.241,0.0,1.0,9.0,9.0
2022-01-26,AAPL,87.28,87.28,85.01,85.33,1802928,89.801,90.74166666666666,90.4370069671244,-0.0241308325709057,0.0247770466458643,-0.0695671137280558,39.473683955387045,-1.9067662035937472,-1.23564893746218,-0.6711172661315674,90.74166666666666,96.92922629204784,84.55410704128549,12.37511925076234,0.0626978167233993,0.0,0.0,0,2022-01-26,0.0,0.0,0.0,0.0,0.0
2022-01-27,AAPL,85.6,87.36,85.6,86.84,3818354,89.34200000000001,90.53631578947368,90.0944348750173,0.0176960037501465,0.025975504333105,-0.0502023405884283,40.05486942808953,-1.950395363683029,-1.3785982227063498,-0.5717971409766791,90.53631578947368,96.81036892042968,84.26226265851771,12.548106261911954,0.2054283959410398,0.0,0.0,0,2022-01-27,0.023,0.0495,2.0,170.0,85.0
2022-01-28,AAPL,86.85,87.88,86.85,87.46,1172936,88.561,90.3825,89.84353631549185,0.0071395670198064,0.0208196602598964,-0.0819775375249292,44.28706297449531,-1.9128923368164124,-1.4854570455283624,-0.4274352912880499,90.3825,96.64226920711266,84.12273079288735,12.519538414225307,0.2665648761715267,0.0,0.0,0,2022-01-28,0.492,0.0,1.0,35.0,35.0
2022-01-31,AAPL,87.15,87.63,83.91,86.29,2704476,87.78099999999999,90.18761904761904,89.505104285445,-0.0133775440201233,0.0208435345835371,-0.0828993516845573,39.25058522271277,-1.9550436139230245,-1.5793743592072949,-0.3756692547157294,89.96549999999999,96.14452896476206,83.78647103523792,12.358057929524136,0.202582718015992,0.0,0.0,0,2022-01-31,0.0,0.0,0.0,0.0,0.0
2022-02-01,AAPL,85.84,92.11,85.84,88.97,3364785,87.46,90.13227272727272,89.45414197254547,0.0310580600301308,0.0237193555265051,-0.0348231720546756,44.09482732011741,-1.7519992456854825,-1.6138993365029324,-0.1380999091825498,89.73150000000001,95.67292026260073,83.79007973739931,11.882840525201402,0.4359159959788229,0.0,0.0,0,2022-02-01,-0.17,0.0,1.0,46.0,46.0
2022-02-02,AAPL,88.28,93.08,88.28,92.9,2552468,87.518,90.25260869565216,89.78231892754114,0.0441721928740026,0.0281077049327341,0.0062824956672444,52.73742989261676,-1.2594488233263237,-1.543009233867611,0.2835604105412872,89.701,95.56652784002476,83.83547215997524,11.731055680049508,0.7726949805072029,0.0,0.0,0,2022-02-02,0.308,0.0,1.0,39.0,39.0
2022-02-03,AAPL,92.97,92.97,90.27,90.64,1593270,87.812,90.26875,89.86400283920389,-0.0243272335844995,0.0237607461801906,0.0335233751425312,40.83893922764339,-1.039479702408741,-1.4423033275758368,0.4028236251670958,89.7385,95.61868716136074,83.85831283863926,11.760374322721477,0.5766557233011085,0.0,0.0,0,2022-02-03,0.0,0.0,0.0,0.0,0.0
2022-02-04,AAPL,91.42,91.42,88.91,90.23,1925001,88.23499999999999,90.2672,89.89885971166066,-0.004523389232127,0.0226031546573951,0.049186046511628,42.12244873889212,-0.8879998532293314,-1.3314426327065358,0.4434427794772044,89.6905,95.53637114754372,83.84462885245627,11.691742295087463,0.5461436787078934,0.0,0.0,0,2022-02-04,0.332,0.0,1.0,105.0,105.0
2022-02-07,AAPL,87.67,87.96,87.08,87.32,5693333,88.342,90.15384615384616,89.65325402483583,-0.0322509143300455,0.025518304625366,0.0124057971014492,40.47058801310262,-0.9913361554024078,-1.2634213372457104,0.2720851818433025,89.5625,95.50225322896944,83.62274677103056,11.879506457938874,0.3112295314674978,0.0,0.0,0,2022-02-07,0.0,0.0,0.0,0.0,0.0
2022-02-08,AAPL,87.19,89.31,87.19,88.58,2184676,88.456,90.09555555555556,89.55103935580385,0.0144296839212094,0.0255528664072773,0.0130375114364136,42.9752063855549,-0.960487547071878,-1.202834579210944,0.2423470321390659,89.44749999999999,95.36888275103126,83.52611724896872,11.842765502062548,0.4267485284709126,0.0,0.0,0,2022-02-08,0.0,0.0,1.0,15.0,15.0
2022-02-09,AAPL,88.06,91.61,88.06,90.48,4024985,88.971,90.10928571428572,89.63951179810824,0.021449537141567,0.024498877840825,0.0603539200750029,55.81589925463491,-0.7738057308918656,-1.1170288095471284,0.3432230786552628,89.386,95.23353083293328,83.53846916706671,11.695061665866575,0.593543756438068,0.0,0.0,0,2022-02-09,-0.341,0.536,2.0,92.0,46.0
2022-02-10,AAPL,91.49,91.49,88.57,89.23,4586732,89.21000000000001,90.07896551724136,89.60051067447888,-0.0138152077807249,0.0248719929667065,0.0275218793182865,56.88699326378768,-0.7184418494871068,-1.037311417535124,0.3188695680480173,89.276,95.04386159407636,83.50813840592363,11.53572318815273,0.4960123869782837,0.0,0.0,0,2022-02-10,-0.162,0.0,1.0,16.0,16.0
2022-02-11,AAPL,89.12,91.66,89.12,90.95,5322845,89.559,90.108,89.72903346738566,0.0192760282416226,0.0253874375065902,0.0399039560942147,59.43017623113064,-0.5296702404151432,-0.935783182111128,0.4061129416959848,89.06,94.16861398444875,83.95138601555125,10.217227968897504,0.6849816805256174,0.0,0.0,0,2022-02-11,-0.107,0.4738,2.0,47.0,23.5
2022-02-14,AAPL,92.06,92.23,89.72,90.92,5149049,90.02199999999999,90.13419354838707,89.84245885144418,-0.0003298515667949,0.0247093888980729,0.053656275350562,57.32323198546917,-0.378129290396771,-0.8242524037682566,0.4461231133714856,88.90150000000001,93.52686382637258,84.27613617362745,9.250727652745129,0.7181990515525559,0.0,0.0,0,2022-02-14,0.0,0.0,0.0,0.0,0.0
2022-02-15,AAPL,90.89,94.88,90.67,93.02,5126266,90.427,90.224375,90.1450818179733,0.0230972283326,0.0239102878527281,0.0455209621220635,66.189473294041,-0.0875700926285674,-0.6769159415403188,0.5893458489117513,88.9435,93.70739170852218,84.17960829147782,9.52778341704436,0.9278539741685876,0.0,0.0,0,2022-02-15,0.0,0.0,0.0,0.0,0.0
2022-02-16,AAPL,92.98,92.98,89.57,90.66,4405278,90.203,90.23757575757575,90.194121644833,-0.0253708879810793,0.0211091708194414,-0.0241119483315394,57.76422731353691,-0.0471881559995921,-0.5509703844321735,0.5037822284325814,88.8605,93.4305972003944,84.2904027996056,9.1401944007888,0.6968776506377914,0.0,0.0,0,2022-02-16,0.252,0.0,1.0,30.0,30.0
2022-02-17,AAPL,91.33,91.79,91.33,91.75,3833482,90.314,90.2820588235294,90.34230053580129,0.0120229428634459,0.0199821352200425,0.0122462488967343,58.556042752379504,0.0719394371541568,-0.4263884201149074,0.4983278572690643,89.063,93.7733429308614,84.35265706913862,9.420685861722774,0.7852233945001349,0.0,0.0,0,2022-02-17,0.082,0.0,1.0,34.0,34.0
2022-02-18,AAPL,92.17,93.26,91.05,92.23,4794928,90.514,90.33771428571428,90.52208143715352,0.0052316076294278,0.0198988530275393,0.0221655768591377,62.182116131850016,0.2027437971788543,-0.3005619766561551,0.5033057738350095,89.3745,94.0558649606431,84.69313503935689,9.362729921286215,0.8049858346878096,0.0,0.0,0,2022-02-18,0.291,0.0,1.0,57.0,57.0
2022-02-21,AAPL,91.83,92.61,91.83,92.49,3934532,91.031,90.3975,90.70950225266272,0.0028190393581262,0.0157832583636906,0.059207512597343,58.014571579142064,0.3236561157488751,-0.175718358175149,0.4993744739240241,89.6865,94.32260669238296,85.05039330761703,9.272213384765934,0.802354991593064,0.0,0.0,0,2022-02-21,0.381,0.0,1.0,82.0,82.0
2022-02-22,AAPL,92.61,94.34,91.29,92.92,4248131,91.465,90.46567567567568,90.92002584764722,0.0046491512595956,0.015495063761798,0.0489952585233688,50.05417080132264,0.4490015947909143,-0.0507743675819363,0.4997759623728506,89.9605,94.68448794508024,85.23651205491976,9.447975890160478,0.8132416968889764,0.0,0.0,0,2022-02-22,-0.331,0.0,1.0,75.0,75.0
2022-02-23,AAPL,92.84,95.81,92.84,95.8,2915576,91.997,90.60605263157896,91.38478529072844,0.0309944037882048,0.016861319338873,0.0587975243147655,63.52201211252191,0.7718335046410516,0.1137472068626612,0.6580862977783903,90.484,95.36529577274857,85.60270422725145,9.762591545497116,1.044527544271985,0.0,0.0,0,2022-02-23,0.0,0.0,0.0,0.0,0.0
2022-02-24,AAPL,96.01,96.7,95.04,96.17,2651241,92.691,90.74871794871794,91.84052002494478,0.0038622129436325,0.0154360881528238,0.0777765325563151,65.59873901345463,1.045484334242829,0.3000946323386948,0.7453897019041342,90.9505,96.13910887958068,85.76189112041932,10.377217759161368,1.0029768210647831,0.0,0.0,0,2022-02-24,0.0,0.0,0.0,0.0,0.0
2022-02-25,AAPL,96.41,98.11,96.2,97.36,1239262,93.332,90.914,92.36618478447384,0.0123739211812414,0.0150055538991254,0.0704782847718525,78.98383307980735,1.3428975559052674,0.5086552170520093,0.834242338853258,91.4455,97.1000369767164,85.7909630232836,11.3090739534328,1.0229871185168695,0.0,0.0,0,2022-02-25,0.0,0.0,0.0,0.0,0.0
2022-02-28,AAPL,99.37,99.37,92.83,94.64,1732476,93.704,91.00487804878048,92.58273861452396,-0.0279375513557929,0.0185998709951671,0.0409150901891772,66.1341848105013,1.3436298799324788,0.6756501496281033,0.6679797303043755,91.863,97.13487213326292,86.59112786673707,10.543744266525865,0.7633789221174856,0.0,0.0,0,2022-02-28,-0.46,0.0,1.0,11.0,11.0
2022-03-01,AAPL,95.11,95.11,91.2,92.07,2421784,93.609,91.03023809523808,92.53390636552167,-0.0271555367709214,0.0196766496068823,-0.0102128574500107,54.087403209653615,1.1238773716354729,0.7652955940295773,0.3585817776058956,92.018,97.1109863021301,86.9250136978699,10.1859726042602,0.505105059872068,0.0,0.0,0,2022-03-01,-0.18,0.0622,2.0,20.0,10.0
2022-03-02,AAPL,92.97,92.97,88.78,88.99,4607161,93.442,90.98279069767442,92.19639147356725,-0.033452807646356,0.0209222235478353,-0.0184204720935362,49.43608990032646,0.6932008779938172,0.7508766508224253,-0.057675772828608,91.8225,97.07074532080668,86.57425467919334,10.49649064161332,0.2301479040270308,0.0,0.0,0,2022-03-02,0.0725,0.0898,2.0,198.0,99.0
2022-03-03,AAPL,89.57,90.22,86.83,88.69,4760451,93.136,90.9306818181818,91.8624494284656,-0.0033711652994717,0.0203625063400758,-0.0333514986376022,44.310170886031,0.3239449256763578,0.6654903057932118,-0.341545380116854,91.725,97.13568144360865,86.31431855639134,10.821362887217305,0.2195362514286366,0.0,0.0,0,2022-03-03,-0.175,0.0,1.0,98.0,98.0
2022-03-04,AAPL,89.26,89.26,85.52,86.81,2620306,92.594,90.83911111111112,91.38126376861172,-0.0211974292479422,0.0208559109737226,-0.0587661281578661,40.53431572202652,-0.1190213609048527,0.5085879724535989,-0.6276093333584516,91.554,97.36498560351092,85.74301439648909,11.62197120702183,0.0918076275104052,0.0,0.0,0,2022-03-04,-0.3233,0.4285,3.0,84.0,28.0
2022-03-07,AAPL,84.25,84.25,81.63,81.8,2347792,91.525,90.6426086956522,90.46876245731538,-0.0577122451330492,0.0261701220625988,-0.115580062709482,27.213647286356192,-0.8643764702103027,0.2339950839208185,-1.0983715541311212,91.278,98.327988727128,84.22801127287198,14.09997745425602,-0.1721996564000958,0.0,0.0,0,2022-03-07,-0.4,0.0,1.0,136.0,136.0
2022-03-08,AAPL,81.61,83.15,81.61,82.46,2659732,90.479,90.46851063829789,89.70602317566629,0.0080684596577016,0.0264313307198919,-0.1125699526474387,32.11169264853241,-1.3858441316865395,-0.089972759200653,-1.2958713724858864,90.972,98.98109115022623,82.96290884977378,16.01818230045245,-0.0313961247500338,0.0,0.0,0,2022-03-08,-0.1057,0.3508,4.0,344.0,86.0
2022-03-09,AAPL,81.92,84.18,81.92,83.2,5559709,89.21900000000001,90.31708333333334,89.08640192084093,0.008974048023284,0.0232143051677106,-0.1315240083507306,31.0589275875831,-1.7195769817697908,-0.4158936037144806,-1.30368337805531,90.608,99.3403153015862,81.87568469841382,17.464630603172367,0.075828417541544,0.0,0.0,0,2022-03-09,-0.243,0.0,1.0,31.0,31.0
2022-03-10,AAPL,82.89,86.46,82.89,84.24,5507861,88.026,90.1930612244898,88.62483983314179,0.0124999999999999,0.0240869491703583,-0.12405115940522,32.72805860000308,-1.8784893061168333,-0.7084127441949513,-1.170076561921882,90.3585,99.5306644693405,81.18633553065952,18.344328938680977,0.1664636782052843,0.0,0.0,0,2022-03-10,0.177,0.0,1.0,39.0,39.0
2022-03-11,AAPL,84.83,87.5,84.83,86.85,1718825,86.975,90.1262,88.45580746808066,0.0309829059829058,0.0268195724061885,-0.107949876746097,38.93249586143841,-1.773380850193675,-0.921406365394696,-0.8519744847989789,90.1535,99.45239699174898,80.854603008251,18.59779398349798,0.3223714058274207,0.0,0.0,0,2022-03-11,0.126,0.1911,3.0,100.0,33.3333
2022-03-14,AAPL,90.23,90.23,88.43,88.84,3749180,86.395,90.01039999999999,88.49239723302536,0.0229130685089236,0.0280501667099655,-0.0612848689771766,42.455621081960544,-1.512075013214627,-1.0395400949586824,-0.4725349182559446,90.0495,99.35882181372946,80.74017818627053,18.618643627458937,0.4350382324190248,0.0,0.0,0,2022-03-14,0.0,0.0,0.0,0.0,0.0
2022-03-15,AAPL,88.88,88.88,87.95,87.99,1317732,85.987,89.89720000000001,88.44454987749913,-0.0095677622692481,0.027108042464528,-0.0443141088302379,34.38624530931331,-1.3579228615847256,-1.1032166482838912,-0.2547062133008344,89.79799999999999,99.04096739774567,80.55503260225429,18.485934795491403,0.4021959116484089,0.0,0.0,0,2022-03-15,-0.338,0.0,1.0,10.0,10.0
2022-03-16,AAPL,87.7,88.86,87.4,87.92,2049177,85.88,89.78540000000001,88.39459274630873,-0.0007955449482894,0.0250819374841067,-0.0120238229014495,33.30635351424972,-1.2272575249905344,-1.12802482362522,-0.0992327013653144,89.661,98.9313554692534,80.39064453074661,18.540710938506777,0.406098530645653,0.0,0.0,0,2022-03-16,0.141,0.0,1.0,2.0,2.0
2022-03-17,AAPL,87.52,87.52,85.09,85.67,2402635,85.578,89.70099999999998,88.13510772285076,-0.0255914467697907,0.0262788573673028,-0.034051189536588,27.318587356437646,-1.2903857367758178,-1.1604970062553397,-0.1298887305204783,89.357,98.73702827961176,79.97697172038825,18.7600565592235,0.3034654112923097,0.0,0.0,0,2022-03-17,-0.0663,0.0444,3.0,120.0,40.0
2022-03-18,AAPL,85.08,85.73,84.96,85.06,5347021,85.40299999999999,89.5784,87.84224032067449,-0.0071203455118478,0.0255717598595506,-0.0201589678608454,29.754860348027037,-1.3738008800631434,-1.2031577810169003,-0.170643099046243,88.9985,98.46387240349488,79.53312759650512,18.930744806989765,0.2919521899346612,0.0,0.0,0,2022-03-18,0.484,0.0,1.0,99.0,99.0
2022-03-21,AAPL,88.2,89.42,88.2,89.01,3702379,86.124,89.561,87.9534555282293,0.04643780860569,0.0210492928694759,0.0881418092909536,43.88977611243739,-1.1083990592191668,-1.1842060366573537,0.0758069774381868,88.8245,98.146484146149,79.50251585385101,18.643968292297984,0.5099495985560454,0.0,0.0,0,2022-03-21,0.0,0.0,0.0,0.0,0.0
2022-03-22,AAPL,89.14,91.56,84.8,88.62,3579911,86.74,89.5158,88.01693595411223,-0.0043815301651499,0.0214537924723858,0.0747028862478778,49.17225919981585,-0.9189429424984468,-1.1311534178255724,0.2122104753271256,88.6095,97.72993737409216,79.48906262590783,18.240874748184325,0.5005756302888409,0.0,0.0,0,2022-03-22,0.0,0.0,0.0,0.0,0.0
2022-03-23,AAPL,88.69,88.69,83.56,84.37,2362059,86.857,89.369,87.66960872038726,-0.047957571654254,0.0276571228055859,0.0140625,41.787072020905335,-1.0990677178027397,-1.124736277821006,0.0256685600182662,88.038,96.6812708233814,79.3947291766186,17.2865416467628,0.2878118090389185,0.0,0.0,0,2022-03-23,0.0,0.0,0.0,0.0,0.0
2022-03-24,AAPL,84.18,86.55,84.18,85.98,2503486,87.03099999999999,89.26,87.5086936041599,0.0190826123029512,0.0280176089869586,0.0206552706552707,48.40568548686915,-1.0992330805875523,-1.1196356383743151,0.0204025577867628,87.5285,95.31199475019518,79.7450052498048,15.566989500390378,0.4005266882231045,0.0,0.0,0,2022-03-24,0.065,0.0325,2.0,32.0,16.0
2022-03-25,AAPL,86.21,86.21,85.03,85.14,1920287,86.86,89.0574,87.28310373709705,-0.0097697138869504,0.0263099842097779,-0.0196891191709843,57.639523876050625,-1.153844312620251,-1.1264773732235025,-0.0273669393967483,86.9175,93.23120064142051,80.60379935857948,12.62740128284105,0.3592346944406219,0.0,0.0,0,2022-03-25,0.089,0.0,1.0,141.0,141.0
2022-03-28,AAPL,85.07,86.96,85.07,86.04,5561922,86.58000000000001,88.8964,87.16471290499257,0.010570824524313,0.0252984197522653,-0.0315173345339936,58.09954714326081,-1.1116867956929184,-1.1235192577173858,0.0118324620244674,86.4875,91.65385624421172,81.32114375578827,10.332712488423454,0.4566909463026906,0.0,0.0,0,2022-03-28,-0.47,0.0,1.0,155.0,155.0
2022-03-29,AAPL,86.14,87.91,85.81,87.06,2833458,86.487,88.794,87.15474024737424,0.011854951185495,0.0255774286147501,-0.0105693828844185,58.62377085758141,-0.984621085328854,-1.0957396232396794,0.1111185379108254,86.237,90.70187625808376,81.77212374191622,8.929752516167554,0.592163808404538,0.0,0.0,0,2022-03-29,0.0596,0.2752,5.0,248.0,49.6
2022-03-30,AAPL,87.86,87.86,83.73,84.77,2420359,86.172,88.64299999999999,86.92762212857669,-0.0263036985986676,0.0268222533728453,-0.035828025477707,51.12145547367737,-1.056525487917369,-1.0878967961752175,0.0313713082578481,86.026,90.33936918014338,81.71263081985661,8.626738360286765,0.3544061558906199,0.0,0.0,0,2022-03-30,0.267,0.0,1.0,11.0,11.0
2022-03-31,AAPL,84.58,84.58,83.19,83.71,3311129,85.976,88.5632,86.6211819258551,-0.0125044237348118,0.0259187865581729,-0.0228784872183962,42.88949248167895,-1.18537907412869,-1.1073932517659122,-0.0779858223627778,85.777,90.01719413656848,81.53680586343152,8.480388273136953,0.2562611600523557,0.0,0.0,0,2022-03-31,0.0,0.0,0.0,0.0,0.0
2022-04-01,AAPL,84.18,84.18,82.59,82.96,4155923,85.766,88.5024,86.27249793291652,-0.008959503046231,0.0259655679263378,-0.0246884552080884,35.89251415427292,-1.3326532049309634,-1.1524452423989224,-0.1802079625320409,85.5845,89.97416957154735,81.19483042845266,8.779339143094688,0.2010595037709314,0.0,0.0,0,2022-04-01,0.0,0.0,0.0,0.0,0.0
2022-04-04,AAPL,79.72,82.43,79.72,82.38,2164012,85.103,88.425,85.90178384406732,-0.0069913211186113,0.0195519109520767,-0.0744860128075498,36.363636116144434,-1.4791197951044666,-1.2177801529400314,-0.2613396421644351,85.6135,89.9044514341841,81.32254856581591,8.58190286836819,0.1232187605014408,0.0,0.0,0,2022-04-04,0.0,0.0,0.0,0.0,0.0
2022-04-05,AAPL,82.64,82.64,79.83,80.48,1793197,84.289,88.2858,85.38542347796567,-0.023063850449138,0.0201018459233179,-0.0918528548860302,33.392856934151794,-1.7285837071195544,-1.319940863775936,-0.4086428433436184,85.5145,90.18626276885088,80.84273723114912,9.343525537701764,-0.0388223085264167,0.0,0.0,0,2022-04-05,0.0,0.0,0.0,0.0,0.0
2022-04-06,AAPL,80.49,80.92,79.15,79.76,5106125,83.828,88.17439999999999,84.84966886101657,-0.0089463220675943,0.0149012114675532,-0.054640274979258,35.84091974040592,-1.9617695788451073,-1.4483066067897703,-0.513462972055337,85.3425,90.59078142297427,80.09421857702571,10.496562845948574,-0.03184076367958,0.0,0.0,0,2022-04-06,0.0,0.0,0.0,0.0,0.0
2022-04-07,AAPL,80.08,80.08,76.65,78.2,3476860,83.05,88.00160000000001,84.21636706472928,-0.0195586760280842,0.0126587969873178,-0.0904861595719934,34.280476406999696,-2.2465531583583527,-1.607955917103487,-0.6385972412548657,85.0405,91.17602030993984,78.90497969006015,12.2710406198797,-0.0574506850639904,0.0,0.0,0,2022-04-07,0.115,0.5351,3.0,130.0,43.3333
2022-04-08,AAPL,79.17,81.92,79.17,81.75,4469512,82.711,87.88740000000001,83.98147496332649,0.0453964194373401,0.0214392296112298,-0.0398167723749118,33.05322107248128,-2.160881567853238,-1.7185410472534373,-0.4423405205998008,84.7855,91.02737041805496,78.54362958194504,12.483740836109916,0.2568437185735508,0.0,0.0,0,2022-04-08,0.266,0.0,1.0,17.0,17.0
2022-04-11,AAPL,82.07,82.07,78.81,79.7,3919719,82.077,87.75560000000002,83.57371544300969,-0.0250764525993884,0.0217364375238603,-0.0736866573686657,30.675909692607135,-2.232667283920719,-1.8213662945868936,-0.4113009893338253,84.32849999999999,90.65822694181152,77.99877305818845,12.659453883623089,0.1343839124065493,0.0,0.0,0,2022-04-11,0.0,0.0,0.0,0.0,0.0
