Date,Ticker,Open,High,Low,Close,Volume
2022-05-04,AAPL,77.17,77.33,76.9,77.14,2959957
2022-05-05,AAPL,77.21,80.16,73.52,76.96,3993949
2022-05-06,AAPL,76.74,81.11,76.74,80.47,2547520
2022-05-07,AAPL,80.56,81.49,80.56,81.03,2744535
2022-05-08,AAPL,80.77,82.95,80.77,82.49,4030207
2022-05-09,AAPL,83.09,84.11,82.17,83.14,3220225
2022-05-10,AAPL,83.06,83.06,81.92,82.0,2817859
2022-05-11,AAPL,81.34,82.52,81.34,82.01,1274370
2022-05-12,AAPL,82.18,84.26,82.18,83.83,1171695
2022-05-13,AAPL,83.21,86.13,83.21,84.68,3877626
2022-05-14,AAPL,85.09,85.5,82.02,83.09,3946237
2022-05-15,AAPL,82.7,86.2,82.7,85.55,4310659
2022-05-16,AAPL,85.97,86.69,85.87,86.38,3185121
2022-05-17,AAPL,86.48,86.48,85.07,85.46,2940213
2022-05-18,AAPL,85.15,85.15,84.8,85.08,2973021
2022-05-19,AAPL,84.59,86.42,84.59,86.36,2132530
2022-05-20,AAPL,86.78,87.15,86.66,87.04,4084450
2022-05-21,AAPL,86.61,86.61,86.24,86.4,2231909
2022-05-22,AAPL,86.32,86.63,86.32,86.57,1506288
2022-05-23,AAPL,86.73,86.73,85.68,86.2,3838020
2022-05-24,AAPL,85.85,87.0,85.85,86.95,1855422
2022-05-25,AAPL,87.28,87.28,86.75,86.85,1687887
2022-05-26,AAPL,86.67,86.84,86.67,86.82,3411699
2022-05-27,AAPL,87.19,87.47,86.32,86.81,1993179
2022-05-28,AAPL,87.32,90.02,84.2,87.82,2441672
2022-05-29,AAPL,87.18,92.78,87.18,91.58,1490416
2022-05-30,AAPL,92.76,92.76,88.83,89.42,2215411
2022-05-31,AAPL,89.22,92.45,89.1,90.78,4691337
2022-06-01,AAPL,90.47,95.45,90.47,92.44,5022922
2022-06-02,AAPL,92.34,92.34,87.44,89.37,2098336
2022-06-03,AAPL,88.94,88.94,86.68,87.4,3852381
2022-06-04,AAPL,86.93,87.23,85.33,86.54,2467826
2022-06-05,AAPL,86.55,86.55,83.25,85.37,2558615
2022-06-06,AAPL,85.95,88.46,85.95,87.49,1420542
2022-06-07,AAPL,87.61,87.61,85.78,86.17,2968996
2022-06-08,AAPL,85.81,85.81,85.33,85.37,4484981
2022-06-09,AAPL,85.71,86.24,84.88,85.55,1877565
2022-06-10,AAPL,85.05,87.88,85.05,86.32,5711348
2022-06-11,AAPL,85.72,90.64,85.72,90.0,2350539
2022-06-12,AAPL,90.11,90.11,88.64,88.81,5517442
2022-06-13,AAPL,88.58,90.45,87.68,90.04,1615659
2022-06-14,AAPL,88.88,93.01,88.88,92.99,3606550
2022-06-15,AAPL,92.16,93.81,92.16,93.6,2241458
2022-06-16,AAPL,93.76,94.65,93.76,94.35,1614287
2022-06-17,AAPL,94.47,94.64,93.95,94.63,5111807
2022-06-18,AAPL,94.21,99.8,94.21,95.52,3857901
2022-06-19,AAPL,95.68,95.68,90.55,90.95,1738895
2022-06-20,AAPL,89.71,90.28,89.71,90.08,2220137
2022-06-21,AAPL,90.86,90.86,90.13,90.22,1432918
2022-06-22,AAPL,89.75,93.43,88.22,90.43,3027874
2022-06-23,AAPL,89.94,95.55,89.94,93.79,3682639
2022-06-24,AAPL,93.67,98.19,92.16,96.84,2172485
2022-06-25,AAPL,96.56,96.56,91.79,92.07,2619119
2022-06-26,AAPL,92.18,92.18,90.69,90.83,2317549
2022-06-27,AAPL,90.51,91.22,87.81,90.69,1692106
2022-06-28,AAPL,90.78,90.78,87.24,87.71,1295124
2022-06-29,AAPL,88.05,88.48,88.05,88.41,2261101
2022-06-30,AAPL,88.92,89.5,86.86,88.35,3408169
2022-07-01,AAPL,88.47,92.27,88.47,91.62,3097860
2022-07-02,AAPL,90.91,92.35,90.91,92.2,3309187
2022-07-03,AAPL,92.27,93.44,91.49,92.57,3997586
2022-07-04,AAPL,92.14,92.14,89.29,90.8,3619444
2022-07-05,AAPL,90.28,90.28,86.92,86.95,1689805
2022-07-06,AAPL,86.76,86.98,86.6,86.98,2264445
2022-07-07,AAPL,86.6,86.84,84.14,86.66,3912166
2022-07-08,AAPL,87.07,87.07,81.56,82.92,2434414
2022-07-09,AAPL,83.46,83.46,80.86,81.48,3959152
2022-07-10,AAPL,81.71,82.18,81.71,82.09,4027842
2022-07-11,AAPL,81.65,83.67,81.65,83.12,4560249
2022-07-12,AAPL,82.69,82.94,81.07,82.35,5359339
2022-07-13,AAPL,82.47,82.47,80.74,80.74,2916559
2022-07-14,AAPL,79.89,81.36,79.89,80.56,5107694
2022-07-15,AAPL,81.09,82.12,81.09,81.54,3516209
2022-07-16,AAPL,81.21,81.21,79.39,79.85,3279454
2022-07-17,AAPL,80.27,81.6,75.01,78.33,2506298
2022-07-18,AAPL,78.98,82.47,78.98,82.42,2368482
2022-07-19,AAPL,82.75,83.62,81.05,82.36,2397547
2022-07-20,AAPL,83.08,83.08,80.85,80.97,4116389
2022-07-21,AAPL,81.08,81.63,79.46,80.83,3573505
2022-07-22,AAPL,81.21,81.21,78.75,79.54,3500168
2022-07-23,AAPL,79.83,79.83,78.36,78.46,4211840
2022-07-24,AAPL,78.18,79.89,77.44,78.75,2575788
2022-07-25,AAPL,78.55,78.55,76.96,77.41,3044767
2022-07-26,AAPL,77.8,78.12,77.65,77.79,4118695
2022-07-27,AAPL,78.01,78.21,75.8,77.51,1836747
2022-07-28,AAPL,77.31,80.49,77.31,80.0,6013083
2022-07-29,AAPL,80.24,83.94,80.24,83.47,1143338
2022-07-30,AAPL,83.37,83.53,82.9,83.05,3415243
2022-07-31,AAPL,82.99,83.72,81.41,83.55,5564176
2022-08-01,AAPL,83.14,83.14,80.3,80.91,1707340
2022-08-02,AAPL,80.93,81.12,76.69,78.66,6712872
2022-08-03,AAPL,79.27,83.54,79.27,82.05,5757356
2022-08-04,AAPL,81.84,86.39,81.84,86.27,2349326
2022-08-05,AAPL,86.13,88.24,85.44,86.09,5266757
2022-08-06,AAPL,86.23,92.44,86.23,88.9,3779896
2022-08-07,AAPL,89.1,92.65,89.1,92.43,1333700
2022-08-08,AAPL,91.87,94.26,91.87,93.54,1145904
2022-08-09,AAPL,93.87,93.98,90.78,92.45,1836495
2022-08-10,AAPL,92.64,94.68,92.64,94.29,4791823
2022-08-11,AAPL,93.52,94.5,93.48,93.55,3268089
2022-08-12,AAPL,94.16,94.16,90.39,91.0,4234539
2022-08-13,AAPL,90.73,92.16,90.51,91.79,5313099
2022-08-14,AAPL,91.38,93.0,91.38,92.98,1150792
2022-08-15,AAPL,92.53,93.51,92.36,92.84,1777405
2022-08-16,AAPL,92.5,92.56,91.99,92.1,1471334
2022-08-17,AAPL,91.93,91.93,89.25,90.62,5667500
2022-08-18,AAPL,90.34,90.58,86.33,89.08,1963212
2022-08-19,AAPL,88.89,92.84,88.89,92.81,3084187
2022-08-20,AAPL,93.3,93.3,92.43,92.73,1850008
2022-08-21,AAPL,92.63,92.63,92.0,92.44,5324386
2022-08-22,AAPL,92.85,97.03,91.34,95.47,5649707
2022-08-23,AAPL,95.96,99.86,95.96,99.64,2009855
2022-08-24,AAPL,99.93,103.17,99.93,102.78,1486078
2022-08-25,AAPL,102.19,104.83,102.19,104.02,5799034
2022-08-26,AAPL,103.72,107.34,103.72,106.21,4914796
2022-08-27,AAPL,107.06,107.06,104.0,104.46,3445264
2022-08-28,AAPL,105.39,105.39,100.15,102.22,2436307
2022-08-29,AAPL,101.73,107.12,101.73,104.2,5294269
2022-08-30,AAPL,103.12,107.7,103.12,107.16,1723341
2022-08-31,AAPL,107.24,108.72,102.26,105.37,4672948
2022-09-01,AAPL,105.5,109.24,105.5,108.8,4815424
2022-09-02,AAPL,109.09,109.09,107.79,107.94,1661728
2022-09-03,AAPL,108.24,108.98,108.24,108.8,2244354
2022-09-04,AAPL,107.94,109.67,107.45,108.31,4115547
2022-09-05,AAPL,108.09,110.12,108.09,109.59,5304581
2022-09-06,AAPL,109.63,111.53,109.63,111.16,2728178
2022-09-07,AAPL,111.59,112.8,111.59,112.65,2792864
2022-09-08,AAPL,113.41,113.41,108.31,111.09,2841758
2022-09-09,AAPL,111.99,111.99,106.99,107.84,3668660
2022-09-10,AAPL,107.21,110.22,107.21,109.5,1532541
2022-09-11,AAPL,109.98,109.98,108.75,108.88,3073260
2022-09-12,AAPL,108.99,110.83,108.99,110.04,1608603
2022-09-13,AAPL,111.14,111.14,108.71,109.2,5264577
2022-09-14,AAPL,109.82,110.43,109.15,109.93,3186367
2022-09-15,AAPL,110.21,112.05,108.89,110.83,2163153
2022-09-16,AAPL,110.61,115.07,110.61,114.28,4740660
2022-09-17,AAPL,114.84,116.82,114.71,115.18,2035532
2022-09-18,AAPL,115.95,115.95,110.76,113.61,3668241
2022-09-19,AAPL,114.22,117.31,114.22,116.64,4668420
2022-09-20,AAPL,117.54,119.07,117.54,119.04,4912822
2022-09-21,AAPL,117.66,120.56,117.6,119.12,1207572
2022-09-22,AAPL,119.94,119.94,116.98,117.18,4265421
2022-09-23,AAPL,117.22,120.57,115.29,117.04,2711188
2022-09-24,AAPL,117.86,124.49,117.86,121.67,2773598
2022-09-25,AAPL,120.89,125.55,120.89,124.51,2048703
2022-09-26,AAPL,124.74,125.86,124.74,125.58,2685417
2022-09-27,AAPL,125.98,125.98,125.1,125.15,4685359
2022-09-28,AAPL,124.98,126.94,124.37,124.81,5719506
2022-09-29,AAPL,124.03,130.0,124.03,129.47,4891928
2022-09-30,AAPL,130.2,130.2,126.94,128.31,5475861
2022-10-01,AAPL,128.58,128.58,124.69,126.88,5482704
2022-10-02,AAPL,126.96,131.45,126.96,130.32,1629711
2022-10-03,AAPL,129.07,129.07,128.32,128.44,2458239
2022-10-04,AAPL,127.89,131.3,127.89,129.46,2075615
2022-10-05,AAPL,129.4,134.35,129.4,133.54,3939921
2022-10-06,AAPL,133.69,134.73,133.57,134.63,4562258
2022-10-07,AAPL,134.2,135.76,134.2,135.63,4796395
2022-10-08,AAPL,134.57,138.01,134.57,136.53,2068769
2022-10-09,AAPL,135.87,139.14,135.87,138.17,3982608
2022-10-10,AAPL,137.52,137.52,134.38,136.48,6192036
2022-10-11,AAPL,136.62,142.33,136.62,141.65,6195846
2022-10-12,AAPL,141.63,145.3,141.63,145.09,1526644
2022-10-13,AAPL,144.62,144.62,143.25,143.99,5294746
2022-10-14,AAPL,143.94,145.27,143.94,145.06,2506115
2022-10-15,AAPL,145.12,146.13,145.02,145.58,1723243
2022-10-16,AAPL,144.95,148.9,144.95,146.18,3203863
2022-10-17,AAPL,145.99,149.53,145.99,149.47,3427628
2022-10-18,AAPL,151.0,151.48,150.5,151.26,1356224
2022-10-19,AAPL,151.86,151.86,145.38,146.51,3480553
2022-10-20,AAPL,147.76,147.76,143.92,145.04,4474019
2022-10-21,AAPL,146.18,146.18,143.81,143.9,3448683
2022-10-22,AAPL,144.03,145.62,142.39,143.64,5012925
2022-10-23,AAPL,143.2,147.45,143.2,147.03,5156404
2022-10-24,AAPL,146.69,147.8,146.69,147.55,2506414
2022-10-25,AAPL,147.63,149.36,146.03,147.72,6283275
2022-10-26,AAPL,148.96,155.37,148.96,153.07,4550418
2022-10-27,AAPL,152.58,157.62,152.58,156.58,2670972
2022-10-28,AAPL,156.35,159.13,156.35,158.29,3701140
2022-10-29,AAPL,159.1,160.17,159.1,159.7,3410591
2022-10-30,AAPL,160.36,162.56,156.41,160.59,2224689
2022-10-31,AAPL,159.26,159.26,154.76,154.88,1381352
2022-11-01,AAPL,154.94,157.77,149.09,154.63,1431718
2022-11-02,AAPL,155.08,163.02,155.08,161.19,4080464
2022-11-03,AAPL,162.15,162.15,152.93,155.21,5719539
2022-11-04,AAPL,156.61,156.61,149.99,151.92,4462556
2022-11-05,AAPL,152.6,155.36,152.6,154.76,2398356
2022-11-06,AAPL,154.79,155.51,154.79,155.48,2327049
2022-11-07,AAPL,156.26,156.45,155.1,155.78,3737747
2022-11-08,AAPL,156.97,156.97,154.96,155.14,2296110
2022-11-09,AAPL,155.39,155.39,152.99,154.88,2970491
2022-11-10,AAPL,154.85,154.85,150.68,152.8,2562522
2022-11-11,AAPL,152.43,152.43,149.83,150.6,1544418
2022-11-12,AAPL,150.62,150.62,148.55,148.93,2253633
2022-11-13,AAPL,148.35,148.6,148.11,148.39,3443879
2022-11-14,AAPL,148.22,150.21,145.24,147.52,5476504
2022-11-15,AAPL,148.0,148.0,143.25,144.64,3901114
2022-11-16,AAPL,144.64,148.81,143.72,145.95,5111020
2022-11-17,AAPL,146.11,146.11,142.26,143.09,1635117
2022-11-18,AAPL,142.71,145.5,141.81,142.35,2182439
2022-11-19,AAPL,141.59,141.59,136.72,138.64,4331815
2022-11-20,AAPL,138.4,138.4,134.91,135.04,2888896
2022-11-21,AAPL,134.89,135.98,133.9,135.01,4714205
2022-11-22,AAPL,133.66,138.95,130.53,133.73,7855948
2022-11-23,AAPL,133.33,133.33,125.97,126.08,3830538
2022-11-24,AAPL,126.22,126.57,124.96,125.91,2694142
2022-11-25,AAPL,126.17,126.46,124.75,125.03,6495147
2022-11-26,AAPL,126.15,126.15,120.49,120.87,5040939
2022-11-27,AAPL,120.49,123.16,120.49,122.3,2459854
2022-11-28,AAPL,121.88,123.38,121.11,123.2,1612480
2022-11-29,AAPL,123.03,126.12,123.03,125.29,5467698
2022-11-30,AAPL,125.43,127.68,125.43,126.56,2504038
2022-12-01,AAPL,126.11,129.13,126.11,128.78,4792129
2022-12-02,AAPL,130.19,130.19,127.34,129.6,3699744
2022-12-03,AAPL,130.59,134.17,130.59,132.74,3863027
2022-12-04,AAPL,132.52,136.7,132.52,135.01,3525909
2022-12-05,AAPL,134.91,140.83,134.91,139.37,5122434
2022-12-06,AAPL,140.38,142.24,140.38,142.15,4498761
2022-12-07,AAPL,141.67,145.24,140.83,142.42,1267523
2022-12-08,AAPL,143.23,146.53,143.23,146.05,5064765
2022-12-09,AAPL,146.7,146.7,143.85,145.34,2746693
2022-12-10,AAPL,144.26,145.36,143.18,143.76,3239088
2022-12-11,AAPL,143.2,143.2,140.32,141.44,4255692
2022-12-12,AAPL,141.64,143.02,141.64,142.92,4109406
2022-12-13,AAPL,143.3,145.39,138.78,142.53,1581763
2022-12-14,AAPL,141.33,146.62,141.33,146.29,3919080
2022-12-15,AAPL,146.63,146.88,146.57,146.67,1566223
2022-12-16,AAPL,146.93,147.7,145.45,146.87,3799923
2022-12-17,AAPL,145.06,155.07,145.06,153.49,3603959
2022-12-18,AAPL,152.96,152.96,146.81,148.08,4187179
2022-12-19,AAPL,148.19,154.67,147.35,152.24,3079887
2022-12-20,AAPL,152.73,161.58,152.73,157.29,1833168
2022-12-21,AAPL,156.75,162.2,156.75,162.15,2414489
2022-12-22,AAPL,162.36,162.5,162.1,162.18,1828901
2022-12-23,AAPL,161.36,162.55,158.96,159.15,1337977
2022-12-24,AAPL,160.2,164.65,156.54,162.49,2086505
2022-12-25,AAPL,161.25,169.79,161.25,168.87,6469122
2022-12-26,AAPL,168.35,168.35,162.98,162.99,2748378
2022-12-27,AAPL,162.81,165.01,162.81,164.02,1259966
2022-12-28,AAPL,161.77,164.29,161.77,163.2,4816702
2022-12-29,AAPL,164.2,164.2,161.46,161.47,4898042
2022-12-30,AAPL,162.72,162.72,160.15,161.09,1339353
2022-12-31,AAPL,159.74,162.78,159.74,162.3,2175143
2023-01-01,AAPL,162.4,162.91,162.4,162.74,2352923
2023-01-02,AAPL,163.46,171.02,153.88,162.48,5911905
2023-01-03,AAPL,162.05,162.05,153.27,153.93,2411481
2023-01-04,AAPL,154.25,154.25,147.58,152.53,4289347
2023-01-05,AAPL,150.58,150.58,144.93,147.13,5026222
2023-01-06,AAPL,146.74,146.74,144.92,145.01,3833143
2023-01-07,AAPL,144.71,145.64,143.2,144.21,2827671
2023-01-08,AAPL,144.32,144.32,140.68,140.9,1200402
2023-01-09,AAPL,141.1,141.38,139.17,140.55,2571284
2023-01-10,AAPL,140.41,140.84,138.89,138.91,4863321
2023-01-11,AAPL,138.45,143.63,138.45,140.76,2341388
2023-01-12,AAPL,140.77,140.77,134.7,137.46,2476147
2023-01-13,AAPL,138.09,143.76,138.09,142.84,2384336
2023-01-14,AAPL,142.69,147.59,139.71,142.06,3821208
2023-01-15,AAPL,140.22,140.22,134.39,135.88,3193836
2023-01-16,AAPL,136.29,138.57,136.29,138.21,1613223
2023-01-17,AAPL,138.04,138.81,138.04,138.63,3019308
2023-01-18,AAPL,138.58,138.63,136.68,136.89,5672939
2023-01-19,AAPL,137.66,141.22,137.66,139.5,6386193
2023-01-20,AAPL,138.91,145.18,138.87,143.9,4780353
2023-01-21,AAPL,143.03,150.23,143.03,149.16,3870627
2023-01-22,AAPL,149.09,154.27,147.81,151.23,2551667
2023-01-23,AAPL,150.71,150.71,143.79,147.69,1545010
2023-01-24,AAPL,148.22,151.58,148.22,151.48,4133705
2023-01-25,AAPL,152.6,156.51,150.89,153.85,4092057
2023-01-26,AAPL,153.28,157.5,153.28,157.35,4428263
2023-01-27,AAPL,157.0,159.67,153.32,156.46,4179576
2023-01-28,AAPL,157.42,157.42,145.67,150.74,5767542
2023-01-29,AAPL,151.18,151.18,145.04,145.45,3918991
2023-01-30,AAPL,145.84,149.7,145.84,148.28,1771006
2023-01-31,AAPL,147.1,147.17,144.61,146.59,5183756
2023-02-01,AAPL,147.9,150.46,147.54,148.51,3969596
2023-02-02,AAPL,148.59,152.26,148.59,152.03,1968132
2023-02-03,AAPL,152.62,154.65,150.62,152.51,5301612
2023-02-04,AAPL,152.53,157.91,152.53,155.89,3274474
2023-02-05,AAPL,155.93,155.93,152.5,152.59,2059061
2023-02-06,AAPL,152.92,152.92,150.85,151.39,4650165
2023-02-07,AAPL,150.07,152.08,150.07,151.95,5594570
2023-02-08,AAPL,153.08,153.08,146.64,148.57,3911362
2023-02-09,AAPL,148.21,151.2,148.21,150.44,1474770
2023-02-10,AAPL,150.21,151.82,146.94,149.78,2864679
2023-02-11,AAPL,149.18,149.18,146.23,146.68,4710891
2023-02-12,AAPL,146.33,150.16,146.33,148.86,2868547
2023-02-13,AAPL,149.04,150.58,149.04,150.32,1247229
2023-02-14,AAPL,150.03,151.55,150.03,151.25,3484771
2023-02-15,AAPL,150.33,154.95,150.33,151.81,4089489
2023-02-16,AAPL,151.8,151.8,147.84,147.94,3305961
2023-02-17,AAPL,148.09,148.8,147.66,147.92,4564932
2023-02-18,AAPL,148.89,148.89,145.82,146.79,5090333
2023-02-19,AAPL,146.53,148.14,145.88,147.74,4137418
2023-02-20,AAPL,146.88,154.04,146.88,150.59,2591820
2023-02-21,AAPL,148.24,157.01,148.24,154.23,2067512
2023-02-22,AAPL,153.89,153.89,150.31,150.75,3438971
2023-02-23,AAPL,150.46,151.82,150.46,151.15,5346333
2023-02-24,AAPL,151.23,159.78,151.23,156.29,3930127
2023-02-25,AAPL,156.47,161.25,156.47,160.14,4702881
2023-02-26,AAPL,159.95,161.15,156.63,158.44,1588508
2023-02-27,AAPL,159.25,159.25,154.93,155.3,4215899
2023-02-28,AAPL,155.95,155.95,154.18,154.45,2045490
2023-03-01,AAPL,154.64,155.41,153.97,154.32,1604794
2023-03-02,AAPL,154.73,157.96,154.73,156.58,1148910
2023-03-03,AAPL,156.33,158.37,149.41,154.52,4595624
2023-03-04,AAPL,154.81,162.06,154.81,161.81,4296408
2023-03-05,AAPL,161.68,164.07,161.68,163.7,2652241
2023-03-06,AAPL,164.06,164.06,161.48,162.29,1799370
2023-03-07,AAPL,161.94,163.25,158.59,163.06,3103347
2023-03-08,AAPL,162.91,169.86,162.91,167.56,2515292
2023-03-09,AAPL,166.73,172.37,166.73,170.99,5807348
2023-03-10,AAPL,171.05,171.05,165.95,166.49,2164861
2023-03-11,AAPL,168.11,168.11,162.69,165.71,4283333
2023-03-12,AAPL,167.44,167.44,160.57,162.5,5716257
